Gene stable ID	Protein stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene description
ENSG00000065615		6	83859656	83967423	CYB5R4	cytochrome b5 reductase 4 [Source:HGNC Symbol;Acc:HGNC:20147]
ENSG00000157778	ENSP00000288607	7	1567332	1571005	PSMG3	proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]
ENSG00000157778	ENSP00000384799	7	1567332	1571005	PSMG3	proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]
ENSG00000157778	ENSP00000252329	7	1567332	1571005	PSMG3	proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]
ENSG00000251034		8	22481588	22553444	AC087854.1	novel transcript
ENSG00000104331	ENSP00000262644	8	56957931	56993867	BPNT2	3'(2'), 5'-bisphosphate nucleotidase 2 [Source:HGNC Symbol;Acc:HGNC:26019]
ENSG00000104331	ENSP00000428617	8	56957931	56993867	BPNT2	3'(2'), 5'-bisphosphate nucleotidase 2 [Source:HGNC Symbol;Acc:HGNC:26019]
ENSG00000104331	ENSP00000430185	8	56957931	56993867	BPNT2	3'(2'), 5'-bisphosphate nucleotidase 2 [Source:HGNC Symbol;Acc:HGNC:26019]
ENSG00000130723	ENSP00000494560	9	131373636	131500197	PRRC2B	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]
ENSG00000130723	ENSP00000349856	9	131373636	131500197	PRRC2B	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]
ENSG00000130723	ENSP00000384606	9	131373636	131500197	PRRC2B	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]
ENSG00000130723		9	131373636	131500197	PRRC2B	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]
ENSG00000130723	ENSP00000391063	9	131373636	131500197	PRRC2B	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]
ENSG00000130723	ENSP00000388579	9	131373636	131500197	PRRC2B	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]
ENSG00000130723	ENSP00000498401	9	131373636	131500197	PRRC2B	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]
ENSG00000130723	ENSP00000398853	9	131373636	131500197	PRRC2B	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]
ENSG00000130723	ENSP00000326101	9	131373636	131500197	PRRC2B	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]
