id,cgid,Chromosome,Start,Strand,mean.Primary solid Tumor,mean.Recurrent Solid Tumor,mean.diff,mean.quot.log2,diffmeth.p.val,max.Primary solid Tumor,min.Primary solid Tumor,sd.Primary solid Tumor,max.Recurrent Solid Tumor,min.Recurrent Solid Tumor,sd.Recurrent Solid Tumor,min.diff,diffmeth.p.adj.fdr,combinedRank,num.na.Primary solid Tumor,num.na.Recurrent Solid Tumor,mean.covg.Primary solid Tumor,mean.covg.Recurrent Solid Tumor,min.covg.Primary solid Tumor,min.covg.Recurrent Solid Tumor,max.covg.Primary solid Tumor,max.covg.Recurrent Solid Tumor,nsamples.covg.thres5.Primary solid Tumor,nsamples.covg.thres5.Recurrent Solid Tumor
11439,cg23935120,chr1,25757374,-,0.0471818846392764,0.0605214133832138,-0.0133395287439374,-0.302503219226879,2.08044758270287e-5,0.0945223346620874,0.0246362044927429,0.0094780773184214,0.0817486343408621,0.0489503240357463,0.0104547150770574,0,0.00407050289953009,246472,0,0,10.9279279279279,13.0769230769231,5,7,17,20,111,13
11465,cg14210634,chr1,25870291,-,0.0265713571108402,0.0326602770558684,-0.00608891994502826,-0.222179171222358,4.52734715859922e-5,0.0442833146378138,0.0167349089809588,0.00445070617303658,0.039158036435511,0.0261337320399638,0.0046406569576731,0,0.00690226325180931,327278,0,0,10.7657657657658,11.6153846153846,1,2,22,17,108,12
11609,cg00454997,chr1,26222103,+,0.0997793987521204,0.138228847957894,-0.038449449205774,-0.433218905975431,5.79051526002075e-6,0.16729167180326,0.0411073052419178,0.0253017752146312,0.183141321777771,0.109953624246061,0.0185045315604518,0,0.00169243707701473,112009,0,0,12.1441441441441,15.2307692307692,4,10,22,22,110,13
11712,cg27586682,chr1,26437624,-,0.232284012358182,0.283097308987474,-0.0508132966292914,-0.274680513746741,1.28820322234457e-6,0.32457838915687,0.170674358025418,0.0323812901911374,0.312067339144984,0.242767116055345,0.0211593334669236,0,5.92965275148062e-4,77783,0,0,14.2972972972973,16.1538461538462,6,8,23,22,111,13
11714,cg10199164,chr1,26438120,+,0.0178358038676045,0.0701308079056926,-0.0522950040380881,-1.52541527524103,1.36910122088798e-4,0.0463419478031583,0.0106798860051753,0.00464559612810519,0.662452018960191,0.0174530076419267,0.177991120333612,0,0.0141123388017811,74448,1,0,10.5225225225225,10.5384615384615,2,0,19,15,106,12
11749,cg04852280,chr1,26496234,+,0.0354474304976664,0.0567569339394519,-0.0213095034417855,-0.554718965309598,3.74748347605528e-5,0.191912137585649,0.0196493543739122,0.0203706014003966,0.187992587637906,0.0377492510543538,0.0400419810039098,0,0.00606117870039431,188798,0,0,8.81081081081081,10,2,5,15,14,108,13
11801,cg25023241,chr1,26560532,-,0.0656547104888954,0.0797916039658101,-0.0141368934769147,-0.247150639190977,3.48299217471672e-5,0.0931599789103698,0.039415046287985,0.0099033897164955,0.099245245563013,0.0661286608332375,0.00975651605842188,0,0.00576132835265285,239659,0,0,11.972972972973,11.3076923076923,4,4,21,17,110,12
11836,cg01614726,chr1,26633154,+,0.0337160565554634,0.04761254993349,-0.0138964933780266,-0.398219845633305,6.93073365877977e-5,0.0577955496385769,0.0207013099675209,0.00799048953887428,0.110309940993705,0.0301984045371546,0.0216581582329281,0,0.00918492707673566,241682,0,0,12.9009009009009,14.7692307692308,4,10,20,22,110,13
11880,cg15090202,chr1,26687087,-,0.0329642063645966,0.0535492911131709,-0.0205850847485743,-0.564740786431531,1.5963670268869e-5,0.101859426973029,0.0203998902807219,0.0125830204337622,0.157785582654373,0.029737461878317,0.0353018390462745,0,0.00339399354645731,193324,0,0,10.9459459459459,10.5384615384615,5,5,19,15,111,13
11944,cg10577937,chr1,26798947,-,0.0225064773316075,0.0318183908448492,-0.00931191351324169,-0.363410326424452,1.76574851092639e-5,0.160062896056334,0.0121643555200436,0.0142365538652978,0.0397674025148985,0.024799491550396,0.00446056454465747,0,0.00362442355030508,286487,0,0,10.1261261261261,10.1538461538462,2,6,17,15,109,13
11954,cg08277003,chr1,26827064,+,0.0212548683538444,0.0262813137324489,-0.00502644537860453,-0.215145770378087,1.94475691894327e-5,0.0317931996856595,0.0153991865487237,0.00349372355452096,0.0350250771058135,0.0212733895704043,0.00378301776183022,0,0.00388110829271617,343490,1,0,10.7297297297297,10.2307692307692,2,7,18,13,110,13
12012,cg15050577,chr1,27024100,+,0.141440687877192,0.218729316775205,-0.0772886288980125,-0.594888422012056,1.21420207325451e-6,0.265110780342641,0.0677715554708507,0.047924149521171903,0.291512474651071,0.165976865108844,0.0412371154926839,0,5.67605531921453e-4,34241,0,0,13.2882882882883,15.9230769230769,5,8,28,20,111,13
12140,cg27400644,chr1,27248126,-,0.0286220521339539,0.0366756672355074,-0.00805361510155348,-0.273245824032278,9.15612589234057e-5,0.0486074300632708,0.0170567370485033,0.0059105358142093,0.0568534308866959,0.0271406621412885,0.00853694745954129,0,0.0109852711404037,301032,0,0,11.3963963963964,12.6153846153846,2,8,22,20,110,13
12258,cg10115022,chr1,27527942,+,0.443644259399018,0.514127506559114,-0.0704832471600957,-0.20835642214863,1.04983020564573e-7,0.550108412722957,0.319763514995689,0.0405176894528017,0.543715072179217,0.450193565466049,0.0306371061607485,0,9.09966030400422e-5,77292,0,0,10.8738738738739,11.0769230769231,3,6,18,17,109,13
12480,cg14510299,chr1,27928494,+,0.0475816743904627,0.0798238042070831,-0.0322421298166204,-0.641488083297601,7.33368524431643e-5,0.19146654675916,0.0200986470078671,0.0297601806477148,0.153543656297031,0.0447324673980519,0.0359762156947559,0,0.00953016090721705,134831,0,0,9.6036036036036,11.1538461538462,2,6,18,16,101,13
12482,cg22627866,chr1,27929260,+,0.0376745090226559,0.0485673778300486,-0.0108928688073927,-0.296879222788103,9.39623417156091e-5,0.0607538285223027,0.023903671208171,0.00791758455838028,0.0744210406190905,0.0321948112194105,0.0120118948809481,0,0.0111672842444697,269371,0,0,11.5855855855856,11.3846153846154,5,6,18,17,111,13
12544,cg02771619,chr1,27996061,-,0.0652003952538239,0.0830054981950702,-0.0178051029412464,-0.306575761635899,8.64891438026458e-5,0.135086455149994,0.0373524872937553,0.0144071749315316,0.117420136084225,0.0626860576571142,0.0159562572260841,0,0.0105815753400464,211723,0,0,12.4054054054054,12.0769230769231,4,9,21,18,110,13
12559,cg07242783,chr1,28052377,-,0.0795570043650436,0.105726545232775,-0.0261695408677315,-0.369841649554488,3.93222102076779e-6,0.121296529336269,0.0493714620242059,0.0173415170558591,0.120951894432785,0.079057573240187,0.0119183923695202,0,0.00128674239428716,162259,0,0,13.3423423423423,14.1538461538462,4,11,24,17,110,13
12857,cg07944736,chr1,28908226,+,0.0612780013372043,0.0806716906635169,-0.0193936893263126,-0.347195301956425,7.08417839016259e-6,0.101332441338459,0.036684780655079297,0.0136739918881541,0.0900437164245819,0.0695172700349194,0.00602809872191226,0,0.00194382001073363,200971,0,0,12.5225225225225,15.0769230769231,4,10,20,19,110,13
12988,cg13546102,chr1,29241356,-,0.0348831849138312,0.0476055881861822,-0.0127224032723511,-0.36003371768155,4.78286229772825e-8,0.0545575141936068,0.0230865637032829,0.00687920022324656,0.0578991184036504,0.0360910100325096,0.00557116926783252,0,5.16707031264002e-5,252074,0,0,9.48648648648649,9.38461538461539,1,3,16,15,106,12
13013,cg13548601,chr1,29450729,+,0.0575509621691277,0.107814922301129,-0.050263960132001,-0.802474056832434,1.89958685434284e-5,0.436769274372865,0.0299913024447229,0.0497981049140257,0.295646664912853,0.0472948862509556,0.0728922871818235,0,0.00382610005580033,79085,0,0,11.8288288288288,12.0769230769231,4,5,20,17,110,13
13036,cg14195915,chr1,29507864,+,0.0711821630514673,0.0979964797005875,-0.0268143166491202,-0.411749601021254,3.60115790690979e-6,0.121706127971413,0.0420910118663359,0.0164494475905947,0.1262872994073,0.0557181066831915,0.0183725781684279,0,0.00121502435209009,159095,0,0,11.2612612612613,14,2,9,24,23,106,13
13038,cg15980492,chr1,29508159,+,0.0326593592945774,0.0401126237445006,-0.00745326444992316,-0.232311777015563,5.23328834497147e-5,0.0546735891801878,0.0198007267860987,0.00584122686091538,0.0476339428004659,0.0333210907417114,0.00424963990686802,0,0.00758420373634636,308537,0,0,13.8468468468468,13.3076923076923,5,9,24,17,111,13
13178,cg18138172,chr1,31191959,+,0.0448423651840902,0.058631678407663,-0.0137893132235728,-0.323583845140223,1.35422488299304e-4,0.0990464446684693,0.0217095859659365,0.0121960037989914,0.0701627474996586,0.0457649022564082,0.00734496529844369,0,0.01399721135757,242582,0,0,9.38738738738739,11.3076923076923,1,5,16,16,104,13
13181,cg13203239,chr1,31192158,-,0.0604159622842044,0.077110199950478,-0.0166942376662737,-0.306939153356811,1.00796084765197e-4,0.102638188257356,0.0355184463866524,0.012646844766283,0.105306614899845,0.0524434580301927,0.0149899158478787,0,0.0116681092966158,219781,0,0,11.5855855855856,12.3846153846154,4,7,20,17,110,13
13251,cg27559870,chr1,31380976,+,0.100536704527343,0.124313466264203,-0.0237767617368597,-0.281078449887576,5.03984301608171e-6,0.140325250124891,0.066342891020409,0.0151769630432938,0.151787525590676,0.102721846815789,0.0145009740818728,0,0.00153671993890354,174711,0,0,9.64864864864865,9.30769230769231,4,6,16,12,110,13
13330,cg05960997,chr1,31712189,+,0.0572806076514384,0.0979553522250862,-0.0406747445736478,-0.682172130656869,1.60926288231123e-8,0.123881509058823,0.0251964174561198,0.0199603133149525,0.160783359933001,0.0683318916862953,0.0283257205055597,0,2.35308350486407e-5,105052,0,0,8.06306306306306,10.7692307692308,1,7,16,16,98,13
13523,cg07142668,chr1,32230251,+,0.0715404026275826,0.0972105225505356,-0.0256701199229531,-0.394859525429909,7.06061960502493e-5,0.121855508416198,0.0350973985163855,0.0179068829302838,0.128283149366744,0.0588036815220455,0.0226790823965698,0,0.00928215569140596,164742,0,0,14.3153153153153,13.8461538461538,5,5,25,24,111,13
13644,cg02232875,chr1,32645332,-,0.0226148925617546,0.03453042461071,-0.0119155320489553,-0.449260492288671,2.22495477535223e-7,0.0830125702030321,0.0133682657943513,0.00872788038102456,0.0451357390847999,0.0245217852912891,0.00592495823795947,0,1.54608407152765e-4,259501,0,0,10.9459459459459,10.2307692307692,2,5,21,17,107,13
13788,cg22710219,chr1,32801046,+,0.0592084973448059,0.0772077611758354,-0.0179992638310295,-0.333507354083783,1.2310384946552901e-07,0.0962653280463424,0.036497360817012,0.00965965027177467,0.101634970408754,0.0626506334621234,0.010273901585082,0,1.00344747534196e-4,210390,0,0,10.6396396396396,12.2307692307692,3,8,20,17,110,13
13793,cg00556029,chr1,32802033,-,0.175737641477679,0.294458439184496,-0.118720797706817,-0.712979082486601,1.30574125371439e-6,0.430327251567381,0.0618822865019008,0.0737366311245528,0.376882375316763,0.158254898043234,0.0594014286900594,0,5.99231731575036e-4,6838,0,0,7.79279279279279,8.76923076923077,2,4,17,13,91,12
13892,cg04791747,chr1,33116865,+,0.0636711919815731,0.0950114327640689,-0.0313402407824958,-0.511373914605112,1.30482382371778e-4,0.133017837067228,0.0205395315140834,0.0264162341056984,0.133972126220013,0.0760095751039429,0.016449597000245,0,0.0136597836239302,138517,0,0,10.7117117117117,12.0769230769231,2,7,18,16,108,13
13904,cg19296960,chr1,33168538,-,0.14064034973218,0.218055333150404,-0.0774149834182233,-0.598275654014669,2.40373996406139e-8,0.259898937311776,0.0526041394902177,0.0363453842368416,0.292729614394948,0.114775335519904,0.0541505874375905,0,3.1925767220321e-5,34109,0,0,10.7207207207207,12.7692307692308,5,7,19,24,111,13
14013,cg17001032,chr1,33386151,-,0.871230067593846,0.900796458150247,-0.0295663905564012,-0.0476099605483235,1.140685334146e-4,0.920754119269539,0.791668842364703,0.0275740182266911,0.934953148017196,0.862562768140187,0.0217494959221104,0,0.0126531172150081,256727,0,0,11.4504504504505,11.6923076923077,3,7,21,20,109,13
14025,cg27287498,chr1,33429490,+,0.042382609100249,0.0507270809370698,-0.00834447183682074,-0.213252102607727,1.34760544905309e-4,0.0720326774305875,0.0274565450677145,0.00697913651227388,0.0586913167949525,0.0425736131363184,0.00497034703679637,0,0.0139607472693851,297566,0,0,13.9189189189189,16.6923076923077,5,8,24,32,111,13
14153,cg01966787,chr1,33722129,-,0.0248195996989494,0.0347304925986082,-0.00991089289965883,-0.361359028996572,2.98799312996105e-5,0.0545068946451496,0.0130694765717461,0.00690715880445011,0.0682584814889802,0.0263579789848567,0.0121066228499347,0,0.00521954612596632,279722,0,0,10.7747747747748,9.38461538461539,3,5,18,13,110,13
14433,cg09273119,chr1,35324774,+,0.114911381539524,0.144452908486843,-0.0295415269473194,-0.306262101609311,1.1863307151344e-4,0.187159772488158,0.0698620980196479,0.026235889886426,0.163132596979882,0.124155092568763,0.0101338037080984,0,0.0129714491931952,146264,0,0,12.9189189189189,13.0769230769231,5,5,21,18,111,13
14507,cg00097599,chr1,35497248,-,0.0503421460608285,0.075689986444397,-0.0253478403835684,-0.505960617147292,8.55137463480501e-7,0.0881015798130103,0.0185380202847583,0.0151536540995153,0.102510323564782,0.0546688090909278,0.0116514420059702,0,4.36340412975817e-4,166383,0,0,9.13513513513514,11.7692307692308,2,8,18,17,98,13
14543,cg03515869,chr1,35656702,-,0.0533820987803964,0.0798398798491227,-0.0264577810687263,-0.503280565619231,6.31166645125742e-5,0.107244585498739,0.0216421814719317,0.020240199073148,0.104124048118974,0.0557814270050298,0.0158195004065768,0,0.00862915444361466,160838,0,0,12.0810810810811,14.6923076923077,3,6,21,24,110,13
14571,cg14314614,chr1,35734404,-,0.0698144184457317,0.0865287657424214,-0.0167143472966896,-0.274309539792374,3.39197060043552e-5,0.115003835176507,0.0480172914310179,0.0130572797929995,0.098987834098311,0.0671098413541095,0.00940803432357202,0,0.00566944697485138,219626,0,0,14.4504504504505,16.3846153846154,6,7,24,24,111,13
14688,cg17417054,chr1,36235406,+,0.0554919741936146,0.0700339403323265,-0.0145419661387119,-0.289293819181666,1.23997244822721e-4,0.0897804182662427,0.0322702150724781,0.0112738334427708,0.0977425376576892,0.0533330779298969,0.0133346183383023,0,0.0133066606042192,236347,0,0,8.17117117117117,8.76923076923077,2,5,16,15,98,13
14843,cg10376058,chr1,36690068,-,0.0349240018781509,0.0527554832116089,-0.0178314813334579,-0.482255068648637,9.75252068757551e-5,0.0692849663049946,0.0171570146759913,0.0122160582911806,0.107098821923413,0.0305547390670022,0.023304941494269,0,0.0114005275357338,211534,0,0,9.54054054054054,11.6923076923077,2,8,19,17,106,13
15021,cg04364463,chr1,37498270,+,0.184433426069381,0.237163759341302,-0.0527303332719219,-0.346190960466627,2.35607881648767e-6,0.293864733835601,0.104511173997662,0.0344020208877059,0.277088402725514,0.185365431661292,0.0213647536926973,0,8.99368858657539e-4,73509,0,0,13.5675675675676,14,6,6,24,20,111,13
15121,cg11132411,chr1,38016988,+,0.819056023076579,0.90628068822572,-0.0872246651491406,-0.144320018574762,3.02039270031936e-6,0.920298213263122,0.390881532832243,0.0882552219881611,0.923655033723172,0.857377980946997,0.0175458975871893,0,0.00107228215001951,119428,1,0,12.0540540540541,13.6923076923077,2,8,23,19,109,13
15132,cg21117584,chr1,38019997,+,0.0706260931234139,0.0888179100480986,-0.0181918169246847,-0.293525728269682,6.78031195439167e-5,0.10683708988766,0.043829536805596,0.0134186978522792,0.111281525421895,0.0587956755985421,0.0145024600692604,0,0.00907535696642815,209026,0,0,13.2522522522523,14.3076923076923,6,7,21,22,111,13
15156,cg22712703,chr1,38061501,-,0.0256620704384871,0.0416045694681897,-0.0159424990297027,-0.533108354525908,6.11899621823524e-6,0.0544487561303679,0.0124005483040249,0.0110350706757649,0.0593609829316051,0.0280574562951509,0.0102964305689482,0,0.00175065151548246,225451,0,0,9.63063063063063,11.9230769230769,3,9,19,15,106,13
15195,cg06639121,chr1,38156209,+,0.026314812642188,0.0355651605141916,-0.00925034787200362,-0.327373012909024,5.22087425659832e-6,0.0436936391204003,0.0144852163452242,0.00569863167985808,0.0504933934597009,0.0236357972927976,0.00734096075713785,0,0.00157595718920198,287159,0,0,9.08108108108108,11,2,5,17,15,101,13
15207,cg03714163,chr1,38157357,+,0.0548909420344032,0.124809727822542,-0.0699187857881392,-1.05483558947303,9.40385473997351e-5,0.261654142704574,0.0211451565015176,0.0393483354308694,0.461430046541976,0.0346321008830449,0.129959215521952,0,0.0111672842444697,43384,0,0,13.4324324324324,13.8461538461538,5,8,24,22,111,13
15210,cg15626777,chr1,38157909,-,0.06652973054182,0.0886018035219612,-0.0220720729801412,-0.365593715128625,5.74007054052061e-6,0.10945639686952,0.0365364585785427,0.0137277217030904,0.120891119378639,0.068449852453117,0.0175205838854126,0,0.00168317504840728,184365,0,0,12.1171171171171,12.4615384615385,4,7,26,20,109,13
15292,cg17239678,chr1,38273928,+,0.20267552081956,0.257800957513983,-0.0551254366944229,-0.332507131873994,3.72929127231819e-7,0.325643281863514,0.1421811919029,0.0339230365295717,0.300504994362973,0.222110759184591,0.0202099716199445,0,2.29749780923725e-4,68501,0,0,11.7117117117117,12.4615384615385,6,8,19,16,111,13
15485,cg18560442,chr1,39174410,-,0.944113641169335,0.962315895886727,-0.0182022547173917,-0.0272639965687733,4.15647407855486e-5,0.9716491951735,0.88765712884139,0.0171116954253664,0.976038073461558,0.948451331367321,0.00676657029115826,0,0.00653515749198063,318855,0,0,12.3423423423423,13.6923076923077,5,9,20,20,111,13
15486,cg08579753,chr1,39174525,+,0.678464876101251,0.763791299295342,-0.0853264231940913,-0.168561453599154,4.11270163921948e-5,0.784589719028735,0.493676119673322,0.075022112162413307,0.799508430837723,0.725560480103005,0.0226238543342074,0,0.00648692134416854,100995,0,0,15.3693693693694,16.3076923076923,6,11,24,22,111,13
15537,cg15985196,chr1,39325463,+,0.0234992958223999,0.0287322866818008,-0.00523299085940095,-0.209405908424288,3.38021800053015e-5,0.0359992860453265,0.0161279353788301,0.00397695678610395,0.0331181072650628,0.0247725599523308,0.00232423921477306,0,0.00565969562849846,340258,0,0,10.7837837837838,12,4,6,19,15,110,13
15549,cg12792157,chr1,39339004,-,0.36055157759715,0.483634819031208,-0.123083241434057,-0.413769792763049,2.02091775980635e-5,0.513706621964311,0.145091170421494,0.0938096546644866,0.591951911259979,0.333059054840544,0.0652286723994253,0,0.00398690257814692,20878,0,0,12.7567567567568,14.2307692307692,6,8,23,19,111,13
15669,cg23889117,chr1,39874878,-,0.0292249775764676,0.0432829798940794,-0.0140580023176119,-0.441902146105585,5.0055554894578e-7,0.0669062753723862,0.0176074401977448,0.00929056741923007,0.0591684774645701,0.0347258542939509,0.00854550557906931,0,2.8721712030729e-4,240313,0,0,11.1801801801802,14.0769230769231,4,8,20,20,109,13
15670,cg12735263,chr1,39874887,-,0.0478959925598083,0.0679465729878163,-0.020050580428008,-0.429022103223505,3.25505019884004e-7,0.082243539989187,0.0296881666750624,0.0118557158378996,0.0929143010126253,0.0567044521185377,0.0106759441796758,0,2.0849773882153e-4,196707,0,0,8.4954954954955,9.07692307692308,3,5,15,13,105,13
15673,cg01460360,chr1,39874997,+,0.071296473971889,0.0867705784473144,-0.0154741044754254,-0.251375705298849,1.09728368984626e-4,0.109541933389982,0.0433011101868502,0.0125188039433502,0.103786301044067,0.0744451723330566,0.00848296708077491,0,0.0123322342979939,228988,0,0,14.0810810810811,15.6153846153846,7,10,23,23,111,13
15884,cg04023370,chr1,40367827,+,0.0370642868593007,0.0522314100627884,-0.0151671232034877,-0.403010201031934,2.5707296442524e-9,0.0588121612764329,0.0216253188051654,0.00699518960463925,0.0681900133412155,0.0392332883969917,0.00730155541831377,0,6.07793168215816e-6,231376,0,0,9.63963963963964,10.9230769230769,3,5,19,18,107,13
